amenity	airport	sv	Flygplats
amenity	arts_centre	sv	Konstcenter
amenity	atm	sv	Bankomat
amenity	auditorium	sv	Auditorium
amenity	bank	sv	Bank
amenity	bar	sv	Bar
amenity	bench	sv	Bänk
amenity	bicycle_parking	sv	Cykelparkering
amenity	bicycle_rental	sv	Cykeluthyrning
amenity	brothel	sv	Bordell
amenity	bureau_de_change	sv	Växlingskontor
amenity	bus_station	sv	Busstation
amenity	cafe	sv	Kafé
amenity	car_rental	sv	Biluthyrning
amenity	car_sharing	sv	Bilpool
amenity	car_wash	sv	Biltvätt
amenity	casino	sv	Kasino
amenity	cinema	sv	Biograf
amenity	clinic	sv	Klinik
amenity	club	sv	Klubb
amenity	college	sv	Gymnasium
amenity	courthouse	sv	Tingshus
amenity	crematorium	sv	Krematorium
amenity	dentist	sv	Tandläkare
amenity	doctors	sv	Läkare
amenity	dormitory	sv	Studenthem
amenity	drinking_water	sv	Dricksvatten
amenity	driving_school	sv	Körskola
amenity	embassy	sv	Ambassad
amenity	emergency_phone	sv	Nödtelefon
amenity	fast_food	sv	Snabbmat
amenity	ferry_terminal	sv	Färjeterminal
amenity	fire_hydrant	sv	Brandpost
amenity	fire_station	sv	Brandstation
amenity	fountain	sv	Fontän
amenity	fuel	sv	Bränsle
amenity	grave_yard	sv	Begravningsplats
amenity	gym	sv	Fitnesscenter / Gym
amenity	health_centre	sv	Vårdcentral
amenity	hospital	sv	Sjukhus
amenity	hotel	sv	Hotell
amenity	hunting_stand	sv	Jakttorn
amenity	ice_cream	sv	Glass
amenity	kindergarten	sv	Dagis
amenity	library	sv	Bibliotek
amenity	market	sv	Torghandel
amenity	marketplace	sv	\nMarknad
amenity	mountain_rescue	sv	Fjällräddning
amenity	nightclub	sv	Nattklubb
amenity	nursery	sv	Förskola
amenity	nursing_home	sv	Vårdhem
amenity	office	sv	Kontor
amenity	park	sv	Park
amenity	parking	sv	Parkeringsplats
amenity	pharmacy	sv	Apotek
amenity	place_of_worship	sv	Plats för tillbedjan
amenity	police	sv	Polis
amenity	post_box	sv	Brevlåda
amenity	post_office	sv	Postkontor
amenity	preschool	sv	Förskola
amenity	prison	sv	Fängelse
amenity	pub	sv	Pub
amenity	public_building	sv	Offentlig byggnad
amenity	recycling	sv	Återvinningsstation
amenity	restaurant	sv	Restaurang
amenity	retirement_home	sv	Äldreboende
amenity	sauna	sv	Bastu
amenity	school	sv	Skola
amenity	shelter	sv	Hydda
amenity	shop	sv	Affär
amenity	shopping	sv	Handel
amenity	studio	sv	Studio
amenity	supermarket	sv	Stormarknad
amenity	taxi	sv	Taxi
amenity	telephone	sv	Telefonkiosk
amenity	theatre	sv	Teater
amenity	toilets	sv	Toaletter
amenity	townhall	sv	Rådhus
amenity	university	sv	Universitet
amenity	vending_machine	sv	Varumaskin
amenity	veterinary	sv	Veterinär
amenity	waste_basket	sv	Papperskorg
amenity	wifi	sv	WLAN-accesspunkt
amenity	youth_centre	sv	Ungdomscenter
boundary	administrative	sv	Administrativ gräns
building	apartments	sv	Flerfamiljshus
