amenity	airport	hr	Zračna luka
amenity	arts_centre	hr	Umjetnički centar
amenity	atm	hr	Bankomat
amenity	auditorium	hr	Auditorij
amenity	bank	hr	Banka
amenity	bar	hr	Bar
amenity	bench	hr	Klupa
amenity	bicycle_parking	hr	Biciklistički parking
amenity	bicycle_rental	hr	Rent a bicikl
amenity	brothel	hr	Bordel
amenity	bureau_de_change	hr	Mjenjačnica
amenity	bus_station	hr	Autobusni kolodvor
amenity	cafe	hr	Caffe bar
amenity	car_rental	hr	Rent-a-car
amenity	car_sharing	hr	Carsharing
amenity	car_wash	hr	Autopraonica
amenity	casino	hr	Casino
amenity	cinema	hr	Kino
amenity	clinic	hr	Klinika
amenity	club	hr	Klub
amenity	college	hr	Fakultet
amenity	community_centre	hr	Društveni centar
amenity	courthouse	hr	Sud
amenity	crematorium	hr	Krematorij
amenity	dentist	hr	Zubar
amenity	doctors	hr	Doktor
amenity	dormitory	hr	Studentski dom
amenity	drinking_water	hr	Pitka voda
amenity	driving_school	hr	Autoškola
amenity	embassy	hr	Veleposlanstvo
amenity	emergency_phone	hr	Telefon (S.O.S)
amenity	fast_food	hr	Fast food
amenity	ferry_terminal	hr	Trajektni terminal
amenity	fire_hydrant	hr	Hidrant
amenity	fire_station	hr	Vatrogasna postaja
amenity	fountain	hr	Fontana
amenity	fuel	hr	Benzinska
amenity	grave_yard	hr	Groblje
amenity	gym	hr	Fitness centar
amenity	hall	hr	Hala
amenity	health_centre	hr	Zdravstveni centar
amenity	hospital	hr	Bolnica
amenity	hotel	hr	Hotel
amenity	hunting_stand	hr	Čeka
amenity	ice_cream	hr	Slastičarna
amenity	kindergarten	hr	Dječji vrtić
amenity	library	hr	Knjižnica
amenity	market	hr	Tržnica
amenity	marketplace	hr	Tržnica
amenity	mountain_rescue	hr	GSS - Gorska služba spašavanja
amenity	nightclub	hr	Noćni klub
amenity	nursery	hr	Čuvanje djece
amenity	nursing_home	hr	Starački dom
amenity	office	hr	Kancelarija
amenity	park	hr	Park
amenity	parking	hr	Parking
amenity	pharmacy	hr	Ljekarna
amenity	place_of_worship	hr	Crkva
amenity	police	hr	Policija
amenity	post_box	hr	Poštanski sandučić
amenity	post_office	hr	Pošta
amenity	preschool	hr	Predškolska ustanova
amenity	prison	hr	Zatvor
amenity	pub	hr	Pub
amenity	public_building	hr	Ustanova
amenity	public_market	hr	Javna tržnica
amenity	reception_area	hr	Recepcija
amenity	recycling	hr	Reciklažna točka
amenity	restaurant	hr	Restoran
amenity	retirement_home	hr	Dom za starije osobe
amenity	sauna	hr	Sauna
amenity	school	hr	Škola
amenity	shelter	hr	Sklonište
amenity	shop	hr	Trgovina
amenity	shopping	hr	Trgovački centar
amenity	social_club	hr	Društveni klub
amenity	studio	hr	Studio
amenity	supermarket	hr	Supermarket
amenity	taxi	hr	Taxi
amenity	telephone	hr	Telefonska govornica
amenity	theatre	hr	Kazalište
amenity	toilets	hr	WC
amenity	townhall	hr	Gradsko poglavarstvo
amenity	university	hr	Sveučilište
amenity	vending_machine	hr	Automat
amenity	veterinary	hr	Veterinar
amenity	village_hall	hr	Seoski Dom
amenity	waste_basket	hr	Kanta za otpatke
amenity	wifi	hr	WiFi pristupna točka
amenity	youth_centre	hr	Centar za mladež
boundary	administrative	hr	Administrativna granica
building	apartments	hr	Stambeni blok
building	block	hr	Blok zgrada
building	bunker	hr	Bunker
building	chapel	hr	Kapelica
building	church	hr	Crkva
building	city_hall	hr	Gradska vjećnica
building	commercial	hr	Poslovna zgrada
building	dormitory	hr	Studentski dom
building	entrance	hr	Ulaz
building	faculty	hr	Zgrada fakulteta
building	farm	hr	Farma (zgrada)
building	flats	hr	Stanovi
building	garage	hr	Garaža
building	hall	hr	Dvorana
building	hospital	hr	Bolnica
building	hotel	hr	Hotel
building	house	hr	Kuća
building	industrial	hr	Industrijska zgrada
building	office	hr	Uredska zgrada
building	public	hr	Javna zgrada
building	residential	hr	Stambena zgrada
building	retail	hr	Maloprodajna zgrada
building	school	hr	Školska zgrada
building	shop	hr	Trgovina
building	stadium	hr	Stadion
building	store	hr	Trgovina
building	terrace	hr	Terasa
building	tower	hr	Toranj
building	train_station	hr	Željeznički kolodvor
building	university	hr	Zgrada Sveučilišta
highway	bridleway	hr	Konjička staza
highway	bus_guideway	hr	Autobusna traka
highway	bus_stop	hr	Autobusno stajalište
highway	byway	hr	Prečica
highway	construction	hr	Autocesta u izgradnji
highway	cycleway	hr	Biciklistička staza
highway	distance_marker	hr	Oznaka km
highway	emergency_access_point	hr	S.O.S. točka
