amenity	airport	nl	Luchthaven
amenity	arts_centre	nl	Kunstcollectief
amenity	atm	nl	Geldautomaat
amenity	auditorium	nl	Auditorium
amenity	bank	nl	Bank
amenity	bar	nl	Bar
amenity	bench	nl	Bankje
amenity	bicycle_parking	nl	Fietsenstalling
amenity	bicycle_rental	nl	Fietsverhuur
amenity	brothel	nl	Bordeel
amenity	bureau_de_change	nl	Wisselkantoor
amenity	bus_station	nl	Busstation
amenity	cafe	nl	Café
amenity	car_rental	nl	Autoverhuur
amenity	car_sharing	nl	Autodelen
amenity	car_wash	nl	Autowasstraat
amenity	casino	nl	Casino
amenity	cinema	nl	Bioscoop
amenity	clinic	nl	Kliniek
amenity	club	nl	Club
amenity	college	nl	Hogeschool
amenity	community_centre	nl	Gemeenschapscentrum
amenity	courthouse	nl	Rechtbank
amenity	crematorium	nl	Crematorium
amenity	dentist	nl	Tandarts
amenity	doctors	nl	Dokter
amenity	dormitory	nl	Studentenhuis
amenity	drinking_water	nl	Drinkwater
amenity	driving_school	nl	Rijschool
amenity	embassy	nl	Ambassade
amenity	emergency_phone	nl	Noodtelefoon
amenity	fast_food	nl	Fast food
amenity	ferry_terminal	nl	Veerterminal
amenity	fire_hydrant	nl	Brandkraan
amenity	fire_station	nl	Brandweer
amenity	fountain	nl	Fontein
amenity	fuel	nl	Brandstof
amenity	grave_yard	nl	Begraafplaats
amenity	gym	nl	Fitnesscentrum
amenity	hall	nl	Hal
amenity	health_centre	nl	Gezondheidscentrum
amenity	hospital	nl	Ziekenhuis
amenity	hotel	nl	Hotel
amenity	hunting_stand	nl	Jachttoren
amenity	ice_cream	nl	IJs
amenity	kindergarten	nl	Kleuterschool
amenity	library	nl	Bibliotheek
amenity	market	nl	Markt
amenity	marketplace	nl	Marktplein
amenity	mountain_rescue	nl	Reddingsdienst
amenity	nightclub	nl	Nachtclub
amenity	nursery	nl	Peuterspeelzaal
amenity	nursing_home	nl	Verpleeghuis
amenity	office	nl	Kantoor
amenity	park	nl	Park
amenity	parking	nl	Parkeren
amenity	pharmacy	nl	Apotheek
amenity	place_of_worship	nl	Religieuze samenkomstplaats
amenity	police	nl	Politie
amenity	post_box	nl	Brievenbus
amenity	post_office	nl	Postkantoor
amenity	preschool	nl	Peuterspeelzaal of kleuterschool
amenity	prison	nl	Gevangenis
amenity	pub	nl	Café
amenity	public_building	nl	Openbaar gebouw
amenity	public_market	nl	Openbare markt
amenity	reception_area	nl	Receptie
amenity	recycling	nl	Recyclingpunt
amenity	restaurant	nl	Restaurant
amenity	retirement_home	nl	Bejaardenhuis
amenity	sauna	nl	Sauna
amenity	school	nl	School
amenity	shelter	nl	Beschutting
amenity	shop	nl	Winkel
amenity	shopping	nl	Winkelen
amenity	social_club	nl	Sociale club
amenity	studio	nl	Eenkamerappartement
amenity	supermarket	nl	Supermarkt
amenity	taxi	nl	Taxi
amenity	telephone	nl	Openbare telefoon
amenity	theatre	nl	Theater
amenity	toilets	nl	Toiletten
amenity	townhall	nl	Gemeentehuis
amenity	university	nl	Universiteit
amenity	vending_machine	nl	Automaat
amenity	veterinary	nl	Dierenarts
amenity	village_hall	nl	Gemeentehuis
amenity	waste_basket	nl	Prullenbak
amenity	wifi	nl	Wifi-toegang
amenity	youth_centre	nl	Jeugdcentrum
boundary	administrative	nl	Administratieve grens
building	apartments	nl	Appartementen
building	block	nl	Bouwblok
building	bunker	nl	Bunker
building	chapel	nl	Kapel
building	church	nl	Kerk
building	city_hall	nl	Gemeentehuis
building	commercial	nl	Commercieel gebouw
building	dormitory	nl	Studentenhuis
